,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
236,JCEO MM-Alice Hyde Medical Center,135 Park St.,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Wed  11:15am-2pm,June 12-October 14,M,Y,Y,N,Y,44.85654,-74.29187
237,Four Corners Farmers' Market,6000 Goodrich Rd,Clarence Center,14032.0,Deborah Tangelder,NY,7168661100,,Saturday 9am-2pm,June 6-October 17,M,Y,N,N,Y,43.01059,-78.63751
238,Backporch Produce,10260 Fairview Rd,Farmersville Station,14060.0,Cheri Stresing,NY,7169468308,,Daily 10am-6pm,YR,Year-round,Y,N,N,Y,42.44791997,-78.29298113
239,Indian Lake Community Farmers' Market,Route 28 and Route 30,Indian Lake,12842.0,Brenda Valentine,NY,5186485636,http://www.facebook.com/IndianLakeFarmersMarket/,Saturday  10am-2pm,July 4-September 26,M,Y,N,N,Y,43.78247,-74.26541
240,Cortland Tues Farmers Market,Main St and Orchard St,Cortland,13045.0,Laura Morak,NY,6077588332,,Tuesday 8am-2pm,May 19-October 27,M,Y,Y,N,Y,42.60028,-76.18044
241,Lyons Farmers' Market,32 Church Street,Lyons,14489.0,Joan Delaro,NY,3158714220,,Sat  7:30am-12pm,June 20-October 31,M,Y,N,N,Y,43.06336,-76.99243
242,Rockefeller Center Wed Greenmarket,Rockefeller Plaza and West 50th St,New York,10112.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,July 15-August 19; Sept 30-October 21,M,Y,Y,N,Y,40.75907,-73.97846
243,Brighton Farmers' Market,1150 Winton Rd South,Rochester,14618.0,Sue Gardner-Smith,NY,5852698918,http://www.brightonfarmersmarket.org,Sunday  9am-1pm,May 10-November 22,P/M,Y,Y,Y,Y,43.12204,-77.56808
244,Pomonok Community Farm Stand,67-09 Kissena Blvd,Flushing,11367.0,Zani Simmons,NY,7185916060,http://www.facebook.com/QCHFarmersMarket,Wednesday  9am-4pm,July 8-November 19,M,Y,Y,N,Y,40.7353,-73.8146
245,Pakatakan Farmers' Market,46676 State Highway 30,Halcottville,12438.0,Georgianna Fairlie,NY,8452544290,http://roundbarnmarket.org,"Saturday  9am-1pm, hours change Oct 17",May 16-November 28,P/M,Y,N,N,Y,42.20103,-74.59909
246,Hilltop Hanover Farm Farm Stand,1271 Hanover St,Yorktown heights,10598.0,Sophie Vranian,NY,9149622368,http://www.hilltophanoverfarm.org,"Friday  1pm-6pm, Sat  10am-4pm",April 24-November 24,P/M,Y,N,N,Y,41.25159,-73.7724
247,Salem Rt. 22 Farmers' Market,Route 22 and Railroad St.,Salem,12865.0,Cyd Groff,NY,5186421653,http://www.facebook.com/pages/Route-22-Farmers-Market-Salem-Granville-Whitehall/104950399561700,Saturday  10am-1pm,June 13-October 17,M,Y,N,N,Y,43.17322,-73.32837
248,Judson Farm Market FS,Route 22,Wingdale,12594.0,Richard Judson,NY,8458326286,,Daily 10am-6pm,August 1-October 30,M,Y,N,N,Y,41.62978,-73.57399
249,Curbside Market-GHA Elmcrest Apts,99 Lewis St.,Geneva,14456.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 3:15pm-4:15pm,July 10-December 18,M/X,Y,Y,N,Y,42.87091,-76.9846
250,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane,Middletown,10940.0,Charles F. Kirby,NY,8453552718,,Daily 8am-6pm,Year-round,YR,Y,N,N,Y,41.40479,-74.50332
251,Curbside Market-Danforth Towers,140 West Avenue,Rochester,14611.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Thu  11:45am-12:45pm,July 9-December 17,M/X,Y,Y,N,Y,43.15038,-77.64166
252,Groundwork Market Garden Farm Stand,1698 Genesee St.,Buffalo,14211.0,Mayda Pozantides,NY,7169087396,http://www.groundworkmg.com,Tuesday  4pm-7pm,June 9-October 27,M,Y,Y,N,Y,42.91092,-78.81813
253,South End Healthy Farmers' Market,20 Warren Street,Albany,12202.0,Tom McPheeters,NY,5184519849,http://www.avillageworks.org/south-end-healthy-market.html,Thursday 3pm-7pm,May 27-October 29,M,Y,Y,N,Y,42.64326,-73.7599
254,Gardner's Gardens Farm Stand,14350 Northwood Dr.,Albion,14411.0,Shauna Gardner,NY,5855902437,http://www.facebook.com/gardnersheirloom/,Monday 3pm-4:30pm,June 1-October 26,M,Y,N,N,Y,43.25845,-78.19669
255,Hamilton Heights Green Youth Market,143rd Street and Amsterdam Ave,Manhattan,10031.0,Wendy Flores,NY,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed  11am-6pm,June 20-November 25,M,Y,Y,N,Y,40.82396,-73.94855
256,Genesee Country Friday Farmers' Market,Bank St and Alva Place,Batavia,14020.0,Sharon Brent,NY,7165600853,,Friday  9am-5pm,June 5-October 30,M,Y,Y,N,Y,42.99905,-78.18151
257,Harvest Home Co-op City Farm Stand,199 Aldrich St.,Bronx,10475.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 17 - November 25,M,Y,Y,N,Y,40.87025,-73.83097
258,Cedarmore Farmers Market-Baldwin LIRR,Lot #BA12 Sunrise Hwy,Baldwin,115510.0,Debra Wheat-Williams,NY,5163783415,http://www.freeportfarmersmarket.org/,Sat 11:30am-3:30pm,July 11-October 31,M,Y,Y,N,Y,40.6566,-73.6221
259,Kennedy Plaza Long Beach Farmers' Market -Wed,1 West Chester St,Long Beach,11561.0,Bernadette Martin,NY,5165643485,http://www.ligreenmarket.org,Wednesday 9am-2pm,June 17-November 25,P/M,Y,N,N,Y,40.58943,-73.66592
260,Sullivan Fresh Market on the Move-Wurtsboro,134 Sullivan St,Wurtsboro,12790.0,Michelle Proscia,NY,8452926180,http://www.sullivancce.org,Thursday 10:30am-12:30pm,July 2-October 1,M,Y,Y,N,Y,41.57636,-74.48583
261,Hattie Carthan Community Farmers' Market,365 Clifton Pl,Brooklyn,11216.0,David Greaves,NY,2125617327,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 11-November 21,M,Y,Y,N,Y,40.68965,-73.94879
262,Larchmont Farmers' Market,Metro-North parking deck off Chatsworth Avenue,Larchmont,10538.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,May 2-December 19,P/M/X,Y,Y,Y,Y,40.93322,-73.75951
263,Babylon Village Farmers' Market,51 Railroad Avenue,Babylon,11702.0,Lona Graepel,NY,6319442661,http://www.longislandfarmersmarkets.com,Sunday  8am-12:30pm,June 7-November 22,M,Y,N,N,Y,40.69992,-73.3245
264,Goshen Farmers' Market,Main St and Church St,Goshen,10924.0,Chris Wilson,NY,8452947741,http://www.goshennychamber.com,Friday  10am-5pm,May 22-October 30,P/M,Y,N,N,Y,41.40219,-74.32408
265,Patchogue (Sun) Farmers' Market,210 S. Ocean Ave.,Patchogue,11772.0,Ethel Terry,NY,6313233653,http://www.longislandgrowersmarket.com,Sunday  9am-2pm,June 6-November 14,M,Y,N,N,Y,40.76165,-73.01337
266,Flatbush Junction  GrowNYC Farm Stand,Flatbush Ave and Nostrand Ave,Brooklyn,11210.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  9am-2pm,July 18-November 21,M,Y,Y,N,Y,40.63286,-73.9477
267,Fort Washington Greenmarket,Fort Washington Ave and West 168th St,New York,10032.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 2-November 24,M,Y,Y,N,Y,40.84217,-73.94229
268,MAP Mobile Market-Neighboorhood Health Center NW,155 Lawn Ave,Buffalo,14207.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Wednesday 11am-1pm,August 1-Novmeber 1,M,Y,Y,N,Y,42.9506,-78.8895
269,Schwab Farm Stand,9035 Rochester Rd,Gasport,14067.0,Sharon Brent,NY,7165600853,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Sat/Sun  9am-5pm",Year-round,YR,Y,Y,N,Y,43.20425,-78.52308
270,Ithaca Farmers' Market (East Hill Wed),380 Pine Tree Road,Ithaca,14850.0,Kelly Sauve,NY,6072737109,http://www.ithacamarket.com,Wednesday  4pm-7pm,April 5-October 28,P/M,Y,N,N,Y,42.4385,-76.46559
271,The Garden at St. Francis Farm Stand,1692 Bellmore Ave,North Bellmore,11710.0,Chris McCabe,NY,5165906718,http://www.stfrancisbellmore.org/the-garden,Sunday  11am-2pm,July 26-October 25,M,Y,N,N,Y,40.68156,-73.53528
272,Dobbs Ferry Farm Stand,Cedar St and Main St,Dobbs Ferry,10522.0,Nancy Chiocchi,NY,9149499403,,Friday  10am-4pm,June 7-November 22,M,Y,N,N,Y,41.01628,-73.87365
273,Red Hook Farm Stand I,560 Columbia St,Brooklyn,11231.0,Saara Nafici,NY,3475136774,http://www.added-value.org/farmers-market,Saturday  10am-3pm,June 20-November 21,M,Y,Y,N,Y,40.67237,-74.00884
274,Amenia WINTER Farmers' Market,4988 New York 22,Amenia,12501.0,Sophie Purdy Meili,NY,4133297389,http://www.ameniafarmersmarket.com,"Saturday  10am-2pm, 1st & 3rd Saturday  Jan-Apr",November-April,M/X/W/P,N,Y,N,Y,41.851397,-73.554943
275,Curbside Market-Maco PKG-Newark,412 Van Buren St,Newark,14513.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Thu 3:15pm-4:15pm,July 9-December 17,M/X,Y,Y,N,Y,43.05012,-77.07939
276,Malone Farmers' Market,27 Airport Road,Malone,12953.0,Dick Crawford,NY,5185634777,http://www.adirondackfarmersmarket.com,Wed  12pm-4:30pm,May 27-October 7,P/M,Y,N,N,Y,44.84733,-74.32773
277,South Wedge Farmers' Market,151 Mt. Hope Ave,Rochester,14620.0,Joan Brandenburg,NY,5852561740,http://www.swfm.org,Thursday  4pm-7pm,June 18-September 18,M,N,Y,N,Y,43.1464,-77.60882
278,PS 57  GrowNYC Farm Stand,115th St. and 3rd Ave,New York,10029.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Wed  9:30am-4pm,July 16-November 26,M,Y,Y,N,Y,40.79727,-73.94051
279,Cape Street Market,357 Gouvello St.,Cape Vincent,13618.0,Shelley Higgins,NY,3156542481,http://www.capevincent.org,Saturday  11am-5:30pm,June 20-September 19,M,Y,N,N,Y,44.12838,-76.33472
280,Freeville Farmers Market,43 Main St.,Freeville,13068.0,Genevieve DeClerck,NY,6072295196,http://freevillefarmersmarket.org,Sunday 12pm-3pm,May 3-Sepember 20,P/M,Y,N,N,Y,42.51179,-76.35084
281,Ossining Farmers' Market,100 Main Street,Ossining,10562.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,"Saturday 8:30am-1pm, 9a-1p January-April",year-round,YR,Y,Y,Y,Y,41.16105,-73.86351
282,Union Square Monday Greenmarket,Broadway and East 17th St,New York,10003.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Monday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.73712,-73.99029
283,Ginegaw Farmers' Market,1980 Walworth Penfield Rd.,Walworth,14568.0,Jacqueline VanLare,NY,3159861400,http://www.townofwalworthny.gov,Tuesday  3pm-6pm,June 9-October 6,M,Y,N,N,Y,43.1391,-77.28549
284,Newfane Methodist Farmers' Market,2699 Main St.,Newfane,14108.0,Amy Luckman,NY,7167787011,,Wed  4:30pm-7pm,July 1-October 14,M,Y,N,N,Y,43.28365,-78.70879
285,Curbside Market-EL Towers,500 South Ave,Rochester,14620.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue  4:30pm-6pm,July 7-December 15,M/X,Y,Y,N,Y,43.1465,-77.60524
286,Veggie Mobile-Steamboat Square Apts,20 Rensselaer Street,Albany,12202.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 11am-11:45am,Year-round,YR,Y,Y,Y,Y,42.64093,-73.75363
287,MAP Mobile Market-Hispanics United,254 Virginia St.,Buffalo,14201.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Thursday 11am-1pm,June 19-December 31,M/X,Y,Y,N,Y,42.89508,-78.88197
288,Braydon's Garden Farm Stand,328 North Main St,Salem,12865.0,Lisa Hunt,NY,5187426647,,Daily 9am-7pm,May 1-November 1,P/M,Y,N,N,Y,43.18091,-73.3259
289,Canandaigua WINTER Farmers' Market,Antis St.,Canandaigua,14424.0,Rich Riedman,NY,5853946597,,"Every other Sat  , 10am-11am",November 14-May 31,M/X/W/P,Y,N,N,Y,42.88362,-77.2801
290,Champlain Farmers' Market,Main Street,Champlain,12919.0,Janet McFetridge,NY,5182984152,http://www.vchamplain.com/,Saturday  9am-12pm,June 15-September 15,M,Y,N,N,Y,44.98721,-73.44961
291,The Farmer's Wagon Farm Stand,Grooms Road & Moe Road,Clifton Park,12065.0,Kevin Bowman,NY,5183712042,,Daily 9am-5pm,May 1-October 31,P/M,Y,N,N,Y,42.84034,-73.79385
292,Queens County Farm-Jamaica Hospital Farm Stand,134-20 Jamaica Avenue,Richmond Hill,11418.0,Anne Mastrogiacomo,NY,7183473276,http://www.queensfarm.org,Friday 10:30am-3:30pm,July 10-November 6,M,Y,N,N,Y,40.70134,-73.81631
293,Bowman Farms Farm stand,11259 Gowanda State Rd.,North Collins,14111.0,Susan Bowman,NY,7163372695,http://www.bowmanfarmsinc.com,Daily  9am-5pm,June-October,M,Y,Y,N,Y,42.57506,-78.93838
294,Baltimore Woods WINTER Farmers' Market,4007 Bishop Hill Road,Marcellus,13108.0,Sue Jones,NY,3156731350,https://www.facebook.com/winterfarmersmarketatbaltimorewoods/,2nd Saturday  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.964885,-76.344609
295,Nyack Farmers' Market,Main St and Franklin St,Nyack,10960.0,Pam Moskowitz,NY,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,March 5-December 17,P/M/X,Y,Y,N,Y,41.09154,-73.9216
296,Farmers' Market at the Crossings,580 Albany Shaker Rd,Colonie,12211.0,Laura Archambault,NY,5187832760,http://www.colonie.org,Saturday  9am-1pm,June 13-September 26,M,Y,N,N,Y,42.71016,-73.78029
297,Harvest Home Jacobi Hospital Fri Farmers Market,1400 Pelham Parkway,Bronx,10461.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,July 10 -November 20,P/M,Y,Y,N,Y,40.85738,-73.84631
298,TFFJ Fresh Farm Market-Brooklyn,85 Watkins St,Brooklyn,11212.0,Katherine Soll,NY,9292411029,http://www.teensforjustice.org,Tuesday 2:30pm-5pm,Year-Round,YR,N,Y,N,Y,40.67083,-73.90815
299,Enough...and a Little Bit More Farm Stand,4776 State Highway 41,Greene,13778.0,Jim Girton,NY,6076567242,http://www.enoughandalittlebitmore.com,"Mon-Fri  11am-6pm, Sat/Sun  3pm-7pm",May 1-October 31,P/M,Y,N,N,Y,42.37041,-75.78369
300,Lincoln Hospital Fri Greenmarket,East 149th St and Morris Ave,Bronx,10451.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.8174,-73.92276
301,Astor Place Greenmarket,149-179 E 8th St,t New York,11218.0,Siobahn Keys,NY,2127887476,,Tuesday 8am-5pm,August 4  -November 24,M,Y,Y,N,Y,40.64658,-73.97198
302,Riverdale Y Sunday Farmers' Market,649 W 237th St,Bronx,10463.0,Shira Silverman,NY,7188771270,http://www.riverdaley.org/community/Sunday-market,Sunday  9am-2pm,June 14-November 22,P/M,Y,N,N,Y,40.888442,-73.912784
303,57th Street Saturday Greenmarket,891 Tenth Ave,New York,10019.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-5pm,June 6-November 21,M,Y,Y,N,Y,40.76943,-73.98835
304,East New York Farmers' Market I,613 New Lots Ave,Brooklyn,11207.0,Ana Aguirre,NY,7186497979,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 27-November 14,M,Y,Y,N,Y,40.6647,-73.88659
305,Forest Hills Greenmarket,106-28 Queens Blvd.,Queens,11375.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/queens/forest-hills,Sunday  8am-2pm,Year-Round,YR,Y,Y,N,Y,40.72193,-73.84676
306,Painted Post WINTER Market,227 Steuben Street,Painted Post,14870.0,Cathy Halm,NY,6075278730,http://www.facebook.com/paintedpostfarmersmarket,1st and 3rd Sat  11am-3pm,"November 2-March 21,2020",M/X/W/P,N,N,N,Y,42.16067,-77.09283
307,Montauk Farmers' Market,742 Montauk Hwy,Montauk,11954.0,Laraine Creegan,NY,6316682355,http://www.facebook.com/montaukfarmersmarket,Thur 9am-2pm,June 11-September 10,M,Y,N,N,Y,41.03436,-71.94424
308,Germantown Farmers Market,50 Palatine Park Road,Germantown,12526.0,Lauren Williams,NY,5185675691,http://www.facebook.com/germantownfarmersmarketny,Saturday 10am-1pm,May 23-September 26,P/M,Y,N,N,Y,42.135,-73.88551
309,Curbside Market-Towpath Manor (Palmyra),200 Canal St,Palmyra,14522.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue 3:15pm-4:15pm,July 7-December 15,M/X,Y,Y,N,Y,43.06538,-77.23119
310,Gouverneur Farmers' Market,East Main Street and Village Park,Gouverneur,13642.0,Donna Besaw,NY,3152870331,http://www.gouverneurchamber.net,Thursday  9am-2pm,June 5-October 29,M,Y,Y,N,Y,44.33871,-75.45766
311,Saranac Lake Virtual WINTER Farmers' Market,100 Main St,Saranac Lake,12983.0,Jacob Vennie Vollrath,NY,5182172495,http://www.ausablevalleygrangefarmersmarkets.com/,Saturday  10am-12pm,October 15-May 30,M/X,Y,N,Y,Y,44.32717,-74.13016
312,Dolgeville Farmers' Market,South Helmer Avenue,Dolgeville,13329.0,Christin Reynolds,NY,3158684557,http://www.facebook.com/DolgevilleFarmersMarket/,Saturday  9am-1pm,June 6-October 10,M,Y,N,N,Y,43.10057,-74.7755
313,Richfield Springs Area Thurs Farmers' Market,Main St and Church St,Richfield Springs,13439.0,Ronald Bayzon,NY,3158582703,,Thursday  2pm-6pm,June 25-October 29,M,Y,N,N,Y,42.85341,-74.98506
314,Watertown Farm & Craft Market,317 Washington Street,Watertown,13601.0,Kylie Peck,NY,3157884400,http://www.watertownny.com,Wed 7am-3pm,May 27-October 7,P/M,Y,Y,N,Y,43.97173,-75.91116
315,Central NY Sunday Regional Market Authority,2100 Park Street,Syracuse,13208.0,Amanda Vitale,NY,3154228647,http://www.cnyrma.com,Sunday  7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835
316,Schenectady WINTER Greenmarket,432 State St.,Schenectady,12305.0,Erika Baer,NY,5189860318,https://www.schenectadygreenmarket.com/,Sunday  10am-2pm,"December 6-April 25, 2021",X/W/P,Y,Y,N,Y,42.812373,-73.941802
317,Circle R Farm Market,13490 Roosevelt Highway,Waterport,14571.0,Laurie Gregori,NY,5856824435,http://www.facebook.com/CircleRFruitFarms/,Daily  9am-8pm,May 15-October 15,P/M,Y,N,N,Y,43.36049,-78.24848
318,Mount Sinai Hospital Greenmarket,East 99th St and Madison Ave,New York,10029.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,June 10-November 25,M,Y,Y,N,Y,40.78918,-73.95276
319,North Tonawanda City Thurs Farmers' Market,310 Robinson Road,North Tonawanda,14120.0,Matt Parrish,NY,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Thursday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021
320,Staten Island Mall Greenmarket,2655 Richmond Ave,Staten Island,10314.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.58199,-74.16607
321,Capital Roots Produce Project Farm Stand,261 8th Street,Troy,12180.0,Nell Roberts,NY,5182748685,http://www.capitalroots.org,Tuesday  4pm-6pm,May 5-October 27,P/M,Y,Y,N,Y,42.73697,-73.68247
322,Whitten Family Farm Stand,1101 County Road 49,Winthrop,13697.0,Cherie Whitten,NY,3153595112,http://www.whittenfamilyfarm.com,"Monday  3pm-7pm, Tuesday  8am-1pm",July 20-November 24,M,Y,Y,N,Y,44.75203,-74.752
323,Enchanted Mountains Farmers Market,1900 Constituion Ave,Olean,14760.0,Tammy Gardner,NY,7165435475,,Friday 2pm-6pm,May 29-October 23,P/M,Y,N,N,Y,42.08304,-78.45343
324,City of Utica Farmers' Market,Bleeker St and 1st St,Utica,13501.0,Thalia Hunter,NY,3157920114,,Wednesday  8am-5pm,June 24-October 28,M,Y,Y,N,Y,43.10043,-75.22483
325,Creekside Market Farm Stand,13971 Route 62,Collins,14034.0,Alan Butzer,NY,7165481863,http://www.creeksideproduce.com,Daily 10am-6pm,April 8-December 26,P/M/X,Y,Y,N,Y,42.49846,-78.92872
326,Sunnyside Greenmarket,Skillman Ave and 42nd St,Sunnyside,11104.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/queens/sunnyside,Saturday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.74694,-73.92139
327,Poverty Acres Farm Stand,129 Hop City Rd.,Ballston Spa,12020.0,Gaynell Bliss,NY,5189353341,,Daily 10am-5pm,July 15-October 15,M,N,N,N,Y,42.95105,-73.91653
328,Ditmars Park GrowNYC Farm Stand,22-00 Steinway St.,Queens,11105.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  9:30am-2pm,July 18-November 20,M,Y,Y,N,Y,40.77165,-73.90699
329,Harvest Home St. Marys Park Farm Stand,646 E 149th St,Bronx,10455.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,June 4-November 19,M,Y,Y,N,Y,40.81099,-73.91173
330,Newark Farmers' Market,303 East Avenue,Newark,14513.0,Andrew Bodine,NY,3158791120,http://www.facebook.com/newarkfarmersmarket,Thursday  2pm-6pm,June 25-October 22,M,Y,Y,N,Y,43.04412,-77.09252
331,Walton Farmers' Market,181 Delware Street,Walton,13856.0,Jeanne Darling,NY,6078656531,http://www.ccedelaware.org,Friday 10am-2pm,July 3-September 25,M,Y,N,N,Y,42.16855,-75.13157
332,Ballston Spa Saturday Farmers' Market,Front St and Low St,Ballston Spa,12020.0,Ellen Mottola,NY,5188852772,http://www.ballston.org,Saturday  9am-12pm,June 20-September 26,M,Y,N,N,Y,43.00256,-73.84964
333,Covered Bridge Farm Market,309 Covered Bridge Rd,Unadilla,13849.0,Erin Johnson,NY,9147992078,,Daily 10am-6pm,July 10-October 31,M,Y,N,N,Y,42.33657,-75.28612
334,Prays Family Farm Stand-Plattsburgh,605 State Route 3,Plattsburgh,12944.0,Darcy Pray,NY,5188347437,,Daily 9am-4pm,Year-round,YR,Y,N,N,Y,44.6948,-73.5069
335,Watertown Saturday Farmers' Market,175 Black River Parkway,Watertown,13601.0,Shawn Chamberlain,NY,3154081088,http://www.facebook.com/Watertown-Saturday-Farmers-Market-106662177762/,Saturday  9am-2pm,May 30-October 31,M,Y,N,N,Y,43.97651,-75.90988
336,Veggie Mobile-Cohoes Senior Ctr,100 Cayuga Plaza,Cohoes,12047.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wednesday 3pm-4pm,Year-round,YR,Y,Y,Y,Y,42.77712,-73.70101
337,92nd Street Greenmarket,East 92nd St and First Ave,New York,10128.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,June 21-November 22,M,Y,Y,N,Y,40.78071,-73.94658
338,Tucker Square Thursday Greenmarket,Columbus and West 66th St,New York,10023.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.77362,-73.98156
339,Lansing Farm Market,204 LishaKill,Niskayuna,12309.0,Al Or Jessica Lansing,NY,5184640889,http://www.lansingfarmmarket.com,Daily 9am-5pm,May 1-November 20,P/M,Y,N,N,Y,42.7629,-73.85447
340,Whitehall Rt. 22 Farmers' Market,Skenesborugh Drive Canal Park,Whitehall,12887.0,Cyd Groff,NY,5186421653,http://www.facebook.com/Route-22-Farmers-Market-Salem-Granville-Whitehall-104950399561700/,Tuesday  1pm-4pm,June 9-October 20,M,Y,N,N,Y,43.55205,-73.40302
341,Rochester Public Market -Thursday,280 North Union St.,Rochester,14609.0,Cindy De Coste,NY,5854286907,http://www.cityofrochester.gov/publicmarket,Thursday  6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016
342,Veggie Mobile-Ten Eyck Apts,375 Broadway,Schenectady,12305.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,Y,Y,Y,Y,42.80919,-73.94511
343,Arnolds Farm Fresh Produce Farm Stand,1319 Sacandaga Rd,West Charlton,12010.0,Jason Arnold,NY,5182699562,http://www.arnoldsproduce.com,Daily 10am-6pm,June 1-November 23,M,Y,N,N,Y,42.96962,-74.02911
344,175th Street Greenmarket,651 West 175th St and Broadway,New York,10038.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-4pm,June 25-November 19,M,Y,Y,N,Y,40.84622,-73.93847
345,Clifton Park Farmers' Market,971 State Route 146,Clifton Park,12065.0,Emily Meagher,NY,5187083698,http://www.saratogafarmersmarket.org,Monday  2pm-5pm,June 1-October 26,M,Y,N,N,Y,42.8688,-73.80859
346,Rulfs Orchard Farm Stand,531 Bear Swamp Road,Peru,12972.0,Shannon Wilkins,NY,5186438636,http://www.rulfsorchard.com,Daily 6am-6pm,June-November,M,Y,Y,N,Y,44.5786,-73.49804
347,Alfred Farmers' Market,3 South Main Street,Alfred,14802.0,Mary Gardner-Ruch,NY,6075879244,http://www.alfredfarmersmarket.com,Sunday  11am-3pm,June 14-October 24,M,Y,Y,N,Y,42.25359,-77.79036
348,Bushwick Bethel Farm Stand,215 Cooper St.,Brooklyn,11207.0,Novelette Scott,NY,7188210254,http://www.bushwickfarmersmarket.org,Thursday  10pm-3pm,May 23-November 21,P/M,Y,Y,N,Y,40.6898,-73.9056
349,Brightly's Farm Market,525 Drake Rd.,Hamlin,14464.0,Betsy Brightly,NY,5856364337,http://www.brightlyfarms.com,"Daily 9am-5pm, delivery options",Year-round,YR,Y,N,N,Y,43.29471,-77.94344
350,Fredonia Farmers' Market,11 Church St,Fredonia,14063.0,Thomas Degolier,NY,7166802104,http://www.facebook.com/FredoniaFarmersMarket,Saturday  9am-1pm,May 16-October 31,P/M,Y,Y,N,Y,42.44064,-79.33235
351,JCEO MM-Riverside Haven Apartments,50 Catherine St.,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Thursday 10am-11:15am,June 11-October 15,M,Y,Y,N,Y,44.84783,-74.29156
352,Saugerties Farmers' Market,115 Main Street,Saugerties,12477.0,Judith Spektor,NY,8454191555,http://saugertiesfarmersmarket.com,Saturday  10am-2pm,May 23-October 31,P/M,Y,Y,N,Y,42.07901,-73.94894
353,New Lebanon WINTER Farmers Market,route 20 &22 New Lebanon,New Lebanon,12125.0,Chelsea Vigue,NY,5083173502,https://www.facebook.com/newlebanonfarmersmarket/,"Virtual Market , Order-Monday-Wednesday, Pick-up -Thursday",November 17-May 17,M/X/W/P,N,Y,Y,Y,42.46421,-73.39698
354,Stoltzfus Farm Stand,1842 State Route 96A,Ovid,14521.0,Reuben Stoltzfus,NY,6078694847,,"Mon-Fri 8am-7pm, Saturday 8am-5pm",May 1-October 31,M,Y,N,N,Y,43.78189,-75.47601
